"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH NAME,,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU","TUITION
FEE",AFFILIATED
ELEN,"ELLENKI COLLGE OF ENGG AND
TECHNOLOGY",PATANCHERU,SRD,COED,PVT,2001,EEE,,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,119357,65000,JNTUH
ELEN,"ELLENKI COLLGE OF ENGG AND
TECHNOLOGY",PATANCHERU,SRD,COED,PVT,2001,MEC,,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,118764,65000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,AID,,32653,32653,32653,32653,32653,32653,32653,32653,32653,32653,32653,32653,75692,75692,32653,32653,32653,32653,75000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,CIV,,62570,91852,62570,91852,62570,91852,62570,91852,62570,91852,62570,91852,62570,96146,62570,91852,62570,91852,75000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,CSE,,63792,106485,100063,106485,63792,106485,63792,106485,111878,111878,63792,106485,118503,118503,117890,117890,63792,106485,75000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,ECE,,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,116012,75000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,EEE,,68926,115564,68926,115564,68926,115564,68926,115564,68926,115564,68926,115564,116270,116270,118890,118890,68926,115564,75000,JNTUH
GATE,"GATE INSTITUTE OF
TECHNOLOGYAND SCIENCES",KODAD,SRP,COED,PVT,2008,MEC,,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,118145,75000,JNTUH
GBCP,GLOBAL COLLEGE OF PHARMACY,CHILKUR,RR,COED,PVT,2007,PHM,,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,73768,55000,JNTUH
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,COED,PVT,2007,PHM,,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,93857,70000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CIV,,54409,54409,54409,54409,119528,119528,54409,54409,54409,54409,96840,96840,121290,121290,121207,121207,54409,54409,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CSC,,24482,25220,56232,56232,39205,55115,24482,25220,45124,45124,67844,67844,75120,109147,54666,114410,31993,32785,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CSD,,20396,21869,42042,53705,34504,45983,20396,21869,28511,30485,69154,69154,75357,82990,51508,119897,23802,29252,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CSE,,15702,20261,38663,38872,25681,39062,45763,48599,24622,30422,48769,48769,62582,69469,34540,96671,20294,22761,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CSM,,25427,28512,69272,69272,34459,42433,86815,86815,37169,40558,39046,109987,91932,120206,64030,96290,30147,30966,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,CSO,,24810,31319,76367,85826,56435,56435,24810,31319,56394,62493,94419,94419,107039,107039,118918,120732,36212,40598,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,ECE,,44900,44900,109991,109991,94707,94707,70676,70676,70045,97665,110471,110471,119384,120621,94773,121044,44900,44900,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,EEE,,51534,72202,61171,110100,74031,108154,51534,72202,61708,80643,51534,72202,119114,121442,115325,115325,51534,72202,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,INF,,24572,26213,48609,48609,46347,56397,53148,53148,42324,44844,50136,79744,93120,119277,67502,84280,29924,29924,102000,JNTUH
GCTC,"GEETANJALI COLLEGE OF ENGG
AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,COED,PVT,2005,MEC,,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,119556,102000,JNTUH
GJCP,"GYANA JYOTHI COLLEGE OF
PHARMACY",UPPAL,MDL,COED,PVT,2007,PHM,,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,87633,55000,JNTUH
GLND,"GLAND INST OF PHARACEUTICAL
SCIENCES",KOTHAPET,MED,COED,PVT,2009,PHM,,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,98007,50000,JNTUH
GLOB,"GLOBAL INST OF ENGINEERING
AND TECHNOLOGY",CHILKUR,RR,COED,PVT,2006,CIV,,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,118782,50000,JNTUH
GLOB,"GLOBAL INST OF ENGINEERING
AND TECHNOLOGY",CHILKUR,RR,COED,PVT,2006,CSE,,36169,36169,114980,114980,77251,106865,36169,36169,86382,86382,70631,81860,116680,117826,104191,115857,90607,90607,50000,JNTUH
GLOB,"GLOBAL INST OF ENGINEERING
AND TECHNOLOGY",CHILKUR,RR,COED,PVT,2006,CSM,,42832,98757,97361,98757,42832,105215,42832,98757,104605,104605,109523,109523,85009,98757,42832,98757,42832,98757,50000,JNTUH
GLOB,"GLOBAL INST OF ENGINEERING
AND TECHNOLOGY",CHILKUR,RR,COED,PVT,2006,ECE,,25091,25091,111302,111302,71775,71775,25091,25091,25091,25091,113379,113379,54221,54221,25091,25091,25091,25091,50000,JNTUH
GLWC,"GOKARAJU LAILAVATHI WOMENS
ENGINEERING COLLEGE",BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,,NA,16156,NA,50412,NA,27002,NA,46988,NA,26814,NA,68816,NA,99339,NA,115573,NA,19271,35000,OU
GLWC,"GOKARAJU LAILAVATHI WOMENS
ENGINEERING COLLEGE",BACHUPALLY,MDL,GIRLS,PVT,2021,INF,,NA,20613,NA,98587,NA,42572,NA,39657,NA,39324,NA,93184,NA,118886,NA,117652,NA,23053,35000,OU
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,AID,,20274,27005,34002,56332,41449,41907,49511,49511,33864,40226,47359,54183,75968,121063,52433,53319,24247,27005,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,CIV,,47729,67588,102379,115915,87887,117187,47729,67588,104138,104138,115185,117275,120065,120065,92224,102764,47729,67588,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,CSC,,17812,17812,28263,46263,30568,48714,31496,31496,30215,30899,50575,50575,62446,75960,40787,119564,20922,22701,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,CSE,,14288,15797,29611,46213,21074,24035,14288,48268,22247,27180,23975,54570,49976,56005,35215,37619,16211,16211,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,CSM,,16954,17757,27365,37319,25751,33787,35760,35760,23609,23609,28475,28475,51886,88265,36209,38348,19121,19121,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,ECE,,27570,27570,65713,92863,67976,68652,27570,27570,52700,69997,60395,96152,81950,81950,52818,117317,32859,42101,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,EEE,,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,INF,,18707,19975,52095,52095,31668,42004,18707,19975,30172,30671,50885,89482,67671,85684,43440,43440,22577,23458,94000,JNTUH
GNIT,"GURUNANAK INST OF
TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,1999,MEC,,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,119913,94000,JNTUH
GNPT,"GANAPATHI ENGINEERING
COLLGE",WARANGAL,WGL,COED,PVT,2005,CSC,,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,110217,45000,JNTUH
GNPT,"GANAPATHI ENGINEERING
COLLGE",WARANGAL,WGL,COED,PVT,2005,CSE,,56793,56793,92228,92228,96734,104003,56793,56793,101965,101965,56793,71328,56793,119750,118468,118468,56793,56793,45000,JNTUH
GNPT,"GANAPATHI ENGINEERING
COLLGE",WARANGAL,WGL,COED,PVT,2005,ECE,,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,108917,45000,JNTUH
GNPT,"GANAPATHI ENGINEERING
COLLGE",WARANGAL,WGL,COED,PVT,2005,EEE,,83369,83369,83369,83369,83369,83369,83369,83369,89144,89144,83369,83369,83369,83369,106813,120561,83369,83369,45000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,CSD,,NA,5751,NA,14286,NA,8650,NA,5751,NA,10197,NA,20724,NA,31677,NA,31440,NA,6266,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,CSE,,NA,3998,NA,11987,NA,6516,NA,19181,NA,6258,NA,10212,NA,18565,NA,15245,NA,4290,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,CSM,,NA,4749,NA,11822,NA,7021,NA,17663,NA,9395,NA,4749,NA,32163,NA,22741,NA,4973,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,CST,,NA,8137,NA,22791,NA,13965,NA,8137,NA,11228,NA,24929,NA,45860,NA,46212,NA,8137,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,ECE,,NA,11931,NA,26852,NA,19845,NA,52002,NA,17481,NA,41501,NA,54279,NA,46871,NA,13403,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,EEE,,NA,23129,NA,75744,NA,70838,NA,35906,NA,79650,NA,78579,NA,91275,NA,44171,NA,38723,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,ETM,,NA,45908,NA,87140,NA,82575,NA,46405,NA,103219,NA,72807,NA,116847,NA,85547,NA,47557,122000,JNTUH
GNTW,"G NARAYNAMMA INSTITUTE OF
TECHNOLOGY AND SCI",SHAIKPET,HYD,GIRLS,PVT,1997,INF,,NA,7875,NA,22295,NA,12595,NA,7875,NA,11548,NA,21308,NA,38861,NA,44125,NA,8128,122000,JNTUH
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,COED,PVT,1995,PHD,,106296,106296,106296,106296,106296,106296,106296,106296,106296,106296,106296,106296,106296,106296,120552,120552,106296,106296,68000,OU
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,COED,PVT,1995,PHM,,98775,100793,98775,100793,98775,100793,98775,100793,98775,100793,98775,100793,98775,100793,98775,100793,98775,100793,90000,OU
GRCP,"GOKARAJU RANGARAJU COLLEGE
OF PHARMACY",BACHUPALLI,MDL,COED,PVT,2003,PHM,,97293,97293,97293,97293,97293,97293,97293,97293,97293,97293,97293,97293,119898,119898,97293,97293,97293,97293,65000,OU
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,CIV,,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,117636,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,CSB,,7022,7028,14600,22508,12029,12029,7022,7028,9235,15351,7022,28983,36174,47445,28891,34487,7255,7255,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,CSD,,5606,5819,13916,13916,9100,10273,5606,5819,8521,10631,16372,16372,25351,25351,26087,26087,5966,6246,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,CSE,,4991,5111,12331,12543,7220,8199,8560,21545,7391,8697,13447,19643,16640,20239,15279,17284,5602,5602,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,CSM,,5321,5397,13174,13174,8752,9529,13701,13701,8084,11680,15918,15918,26222,35569,20019,30439,5741,6847,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,ECE,,9592,12529,24911,28493,19588,20453,9592,88002,20015,20015,24239,36321,40220,45492,32832,44909,11560,14170,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,EEE,,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,89883,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,INF,,7412,8537,20769,20769,13471,13553,36226,36226,11397,13845,18044,18044,30927,35217,27388,38229,8365,8691,122000,JNTUH
GRRR,"GOKARAJU RANGARAJU
INSTITUTE OF ENGG AND TECH",MIYAPUR,MDL,COED,PVT,1997,MEC,,37912,37912,109796,114205,96881,96881,37912,37912,68933,80329,37912,64323,114199,118957,87041,87041,79260,102888,122000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,AID,,31097,31097,89733,89733,50390,50390,31097,111445,47416,76600,45013,45013,97459,97459,60354,116189,33761,97450,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CIV,,58007,58007,120607,120607,121155,121155,59804,59804,94317,94317,58007,58007,121187,121187,118474,120092,58007,58007,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSC,,10363,22152,41299,65683,35649,46587,10363,22152,34290,41205,59489,65533,65511,78560,48728,48728,27200,27200,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSD,,21774,21774,40312,46959,34608,44632,21774,82051,33936,34860,38103,38103,55930,66537,48025,76334,27085,27085,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSE,,17328,20370,33380,44355,30722,34584,54094,54094,28182,31259,35943,87344,49366,63219,33286,46226,20268,21012,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSM,,19739,19739,25781,25781,33254,35158,39278,39278,33010,33010,38146,38146,63395,79905,35593,74857,21812,21812,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSO,,29696,29696,92555,104858,75766,75766,29696,29696,40011,42230,74117,74117,115648,116761,60336,116421,32314,33130,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,ECE,,32348,43433,93151,109049,68805,87365,64631,99497,63454,105156,99324,99324,115007,120343,66258,95566,50896,62372,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,EEE,,21159,21159,111960,111960,121278,121278,21159,21159,100347,100347,21159,103469,121223,121223,120213,120213,102360,102360,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,INF,,18249,22129,48700,66048,41441,41441,18249,42537,33569,38451,48968,89125,68577,70331,47100,47100,24989,29353,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,MEC,,50158,107129,117058,117058,50158,107129,50158,107129,115239,115239,50158,107129,121176,121176,116518,116577,75531,107129,107000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,PHD,,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,76238,115000,JNTUH
GURU,"GURU NANAK INSTITUTIONS
TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,PHM,,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,108802,83000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSC,,43365,43365,43365,43365,64653,75801,43365,64337,54188,63360,91344,104957,105591,106102,118625,119481,49772,49772,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSD,,32884,48484,93887,95780,55223,68260,76093,76093,50949,50949,73416,73416,111919,117555,83467,83467,43685,53729,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSE,,27202,27202,65938,67142,43822,49207,27202,27202,48311,51307,53461,53461,82455,83423,52214,53558,34058,34058,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSM,,35299,39168,85476,113387,53514,87306,35299,39168,51588,57571,50684,50684,116082,120040,60791,116769,35299,41506,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSO,,42063,45090,103362,104826,85619,105108,91018,91018,75489,104966,42063,90172,120105,120105,62654,64252,58752,58752,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,ECE,,49085,49085,93385,93385,112655,112655,49085,49085,59429,79129,114435,114435,119221,120313,117224,117224,69540,69540,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,EEE,,82073,82073,82073,94588,107528,107528,82073,82073,82073,82073,104952,104952,120223,120223,82073,115941,82073,82073,82000,JNTUH
HITM,"HYDERABAD INST OF
TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,MEC,,53761,100432,53761,100432,106466,106466,53761,100432,53761,100432,53761,100432,114725,114725,53761,100432,53761,100432,82000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CIV,,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,118901,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CSD,,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,120296,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CSE,,32555,45362,102332,102332,85373,105688,83972,83972,79500,79500,112872,112872,118860,119168,103803,117074,80123,89515,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CSM,,42069,76032,105026,109266,113340,113340,42069,98045,104474,108610,53686,76032,101238,111995,102628,117626,111433,111433,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CSO,,57275,69536,114031,114031,106131,106131,57275,69536,74305,110739,57275,69536,115107,121248,57275,69536,88248,88248,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,CSW,,68656,68656,68656,86052,68656,68656,68656,68656,108781,108781,68656,68656,68656,105643,121226,121226,68656,68656,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,ECE,,87016,109859,109093,109859,110683,110683,87016,109859,104948,109859,87016,109859,118995,118995,117432,120306,90390,109859,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,EEE,,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,121405,66000,JNTUH
HOLY,"HOLY MARY INSTITUTE OF TECH
SCIENCE (AUTONOMOUS)",KEESARA,MDL,COED,PVT,2001,MEC,,41682,41682,113396,113396,41682,41682,41682,41682,91135,91135,41682,41682,41682,116586,98724,119955,41682,41682,66000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,ANE,,20426,42206,55293,55293,59110,59110,33316,45458,42743,100727,53662,63784,49473,49473,48452,98442,59863,78428,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CIV,,52918,52918,97855,97855,117062,120470,52918,52918,117183,117183,52918,52918,105860,117176,59479,75007,55615,55615,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CSC,,12614,17415,41245,41245,20914,28334,13784,17415,19005,19949,33196,56971,50225,65335,45689,54458,18541,18629,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CSD,,15483,16917,35311,46462,23524,26478,15483,27267,21895,21895,42386,42386,56519,75363,47322,113427,18240,18240,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CSE,,8516,10318,21260,27155,18014,19664,12052,32390,15136,16536,23049,43805,36396,53538,20122,38975,12300,12429,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CSI,,14776,16186,43501,43501,25408,29317,41642,41642,24194,24194,32918,32918,58801,80032,17863,56966,17514,18656,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,CSM,,12574,15204,30531,40902,21445,24229,12574,15204,16320,21649,26345,91640,54310,69503,40984,115313,14454,16494,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,ECE,,19540,19540,63178,64072,43849,51533,88523,88523,44331,51621,56995,102337,84356,114610,65249,118231,25100,29811,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,EEE,,40724,40724,76535,76535,61229,100154,40724,73461,113455,113455,84205,84205,117972,117972,73052,117952,67900,67900,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,INF,,15991,17422,41704,41704,25669,32180,15991,17422,23233,26917,32166,72222,52619,73955,37040,98863,17894,17959,90000,JNTUH
IARE,"INSTITUTE OF AERONAUTICAL
ENGINEERING",DUNDIGAL,MDL,COED,PVT,2000,MEC,,41679,41679,64044,64783,96584,96584,83997,83997,107321,107321,41679,41679,118728,118728,41679,97919,41679,41679,90000,JNTUH
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,CIV,,47772,81633,47772,81633,47772,81633,47772,81633,47772,81633,47772,81633,111837,111837,47772,104200,47772,81633,52000,JNTUH
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,CSC,,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,112268,52000,JNTUH
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,CSE,,74659,74659,112415,112415,81411,97868,74659,74659,100099,100099,81313,100191,121322,121322,74659,119625,94435,94435,52000,JNTUH
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,CSM,,52210,52210,52210,52210,92139,92139,52210,86895,82483,82483,87101,89133,52210,100178,84539,84539,108098,108098,52000,JNTUH
